id,title,artist,genre,source
144034478,Атмосфера Нью-Йорка. New York Lounge Jazz,Jazz Evening,jazz,artist_tracks
143971940,Chill Jazz. Музыка для Кафе и Ресторанов (Ultra Slowed),Luminote,jazz,artist_tracks
143196579,Jazz Music. Lounge Jazz Music for Relaxation. Джаз Музыка для Отдыха и Фона,Severnote,jazz,artist_tracks
144056065,Smooth Lounge Jazz for Relaxation. Джаз Музыка для Отдыха и Фона,Jazz Evening,jazz,artist_tracks
143971938,Chill Jazz. Музыка для Кафе и Ресторанов,Luminote,jazz,artist_tracks
144056064,Лаундж Джаз. Late Night Jazz Lounge Music for a Relaxing Lounge Evenings,Jazz Evening,jazz,artist_tracks
143971941,Chill Jazz. Музыка для Кафе и Ресторанов (Sped Up),Luminote,jazz,artist_tracks
143971939,Chill Jazz. Музыка для Кафе и Ресторанов (Slowed),Luminote,jazz,artist_tracks
144200240,Дал Джазу. Джаз Музыка для Отдыха и Фона,Luminote,jazz,artist_tracks
144200241,Дал Джазу. Джаз Музыка для Отдыха и Фона (Slowed),Luminote,jazz,artist_tracks
76784901,Smooth Relaxing Lounge Jazz,#Jazz,jazz,artist_tracks
76784903,Duck Time,#Jazz,jazz,artist_tracks
76784902,Saturday Is Here,#Jazz,jazz,artist_tracks
76784908,Crazy Jazzy Blues,#Jazz,jazz,artist_tracks
76784905,Canada South,#Jazz,jazz,artist_tracks
76784915,Lola Wants David,#Jazz,jazz,artist_tracks
76784907,Blues in Water,#Jazz,jazz,artist_tracks
76784914,Lets Fall in Love,#Jazz,jazz,artist_tracks
76784910,Spending More,#Jazz,jazz,artist_tracks
76784911,Rare Things Lost,#Jazz,jazz,artist_tracks
117202713,2023,Nego Jazz,jazz,additional_search
119119563,Global Grove Jazz 2023,Shuvo,jazz,additional_search
111907865,Breezin' Jazz,Cafe Music BGM channel,jazz,additional_search
2582403,Jazz Mattazz,Subjazz,jazz,additional_search
115346307,Jazz Alliance,Norman Jones,jazz,additional_search
107323059,Jazz,Night Wanderer,jazz,additional_search
141783139,Jazz,Skillmann,jazz,additional_search
53108601,Jazz,Deep Lo,jazz,additional_search
127823451,Brass & Jazz,Scruscru,jazz,additional_search
104288788,Wonderful Jazz,Jazz For Sleeping,jazz,additional_search
44165051,Hiphop,Af1,hiphop,track_search
66539615,HipHop,Frenmad,hiphop,track_search
97765903,HIPHOP,￦ET$EASON,hiphop,track_search
117801738,Hiphop,Pansophi,hiphop,track_search
124278371,Hiphop,Billite,hiphop,track_search
63523842,HipHop,Kayno Splits Wigz,hiphop,track_search
4521665,HIPHOP,Jack Flash,hiphop,track_search
138640772,Hiphop,Smoky,hiphop,track_search
20536548,Hip Hop,Skee-Lo,hiphop,track_search
93971876,Hiphop Geniuses,$denero$,hiphop,track_search
1721755,Hip Hop,N.A.S.A.,hiphop,track_search
124328714,HipHop,Youknowwho,hiphop,track_search
57712563,Beat Rap Hip Hop,Base De Rap,hiphop,track_search
143083545,HIP-HOP,TATTLEBOY,hiphop,track_search
2254988,Hip Hop,Cihat,hiphop,track_search
140452713,Hip -Hop,NANA,hiphop,track_search
35370759,Hip-Hop,Smindlo,hiphop,track_search
118807554,Hip Hop,World Wide Rap,hiphop,track_search
38958902,Hip Hop Background,Alandra,hiphop,track_search
111321024,Hip Hop Baby,PA$CH,hiphop,track_search
92894605,Watch Me,Skip The Kid,hiphop,artist_tracks
92894602,Heights,Skip The Kid,hiphop,artist_tracks
140646475,Gabriela,Alterboy,hiphop,artist_tracks
93327175,Smoke Weed Freestyle,Hip Hop,hiphop,artist_tracks
95303823,Mis cascos,Sacramento,hiphop,artist_tracks
72290917,Chakras (The Lost Tapes),Hip Hop,hiphop,artist_tracks
95303813,Intro,Sacramento,hiphop,artist_tracks
132784878,Its All About Money,Trypper,hiphop,artist_tracks
33235961,U Kthym,Hip Hop,hiphop,artist_tracks
95303814,Bienvenidos a Sacramento,Sacramento,hiphop,artist_tracks
95303828,Outro,Sacramento,hiphop,artist_tracks
95303826,Rockin' with the best,Sacramento,hiphop,artist_tracks
143836026,Made In Malabar,SnapstrX,hiphop,artist_tracks
138185276,It's not fair,Lo Fi Hip Hop,hiphop,artist_tracks
111043208,Chill,Lofi Hip Hop,hiphop,artist_tracks
143522798,glory,polino4ka,hiphop,artist_tracks
139746136,travel toy,Lo Fi Hip Hop,hiphop,artist_tracks
109872399,Гавайи,LO-FI BEATS,hiphop,artist_tracks
111043215,Carrier,Lofi Hip Hop,hiphop,artist_tracks
111043210,Rhythm,Lofi Hip Hop,hiphop,artist_tracks
112354204,Hiphop 2023,Zeekonthebeat,hiphop,additional_search
112803219,Hiphop 2023,MARYO RAJA,hiphop,additional_search
116282504,HIPHOP ANTHEM 2023,сборник,hiphop,additional_search
116282506,HIPHOP ANTHEM 2023 (Inst.),сборник,hiphop,additional_search
115792565,Chines Underground HipHop All School Cypher 2023,王波,hiphop,additional_search
114653715,best 2023,Morning Night Moon,hiphop,additional_search
114655943,spanish 2023,Soothing Sonics,hiphop,additional_search
111787579,FIFA and Hip Hop,Lil Vikings,hiphop,additional_search
119596069,Hip Hop Era,Yogi B,hiphop,additional_search
127823222,Hip Hop,Ale Buldrighini,hiphop,additional_search
