"text","label","author","category","original_id"
"The quality of your life is determined by the quality of questions you ask.","quote","Tony Robbins","","b090763d"
"We don't stumble accidentally into an amazing life. It takes decision, a commitment to consistently work on ourselves.","quote","Kamal Ravikant","","2957b02e"
"It is not titles that honour men, but men that honour titles.","quote","Niccolo Machiavelli","","22a5f80c"
"It's not how much we give but how much love we put into giving.","quote","Mother Teresa","","33efb999"
"Everybody by your side ain't on your side.","quote","Steve Harvey","","ee4b24f0"
"The strongest and sweetest songs yet remain to be sung.","quote","Walt Whitman","","f5ba609e"
"When you are talented you do it whatever it is until your fingers bleed or your eyes are ready to fall out of your head.","quote","Stephen King","","fd69ddcc"
"When a man is penalized for honesty he learns to lie.","quote","Criss Jami","","0458e8e7"
"Cry. Forgive. Learn. Move on. Let your tears water the seeds of your future happiness.","quote","Steve Maraboli","","3829f849"
"You are free, and that is why you are lost.","quote","Franz Kafka","","a4b25d1e"
"I do not exist to impress the world. I exist to live my life in a way that will make me happy.","quote","Richard Bach","","3f6a9c6c"
"Happiness must be grown in one's own garden.","quote","Mary Engelbreit","","85636a78"
"The less you respond to negative people, the more positive your life will become.","quote","Paulo Coelho","","7708efa4"
"Happiness is a choice, not a result. Nothing will make you happy until you choose to be happy.","quote","Ralph Marston","","66371501"
"Strategy is a commodity, execution is an art.","quote","Peter Drucker","","88ce3c74"
"Without the rain there would be no rainbow.","quote","Gilbert Chesterton","","90109e48"
"Don't spend time beating on a wall, hoping to transform it into a door.","quote","Coco Chanel","","1609610b"
"Never settle for the crumbs of life.","quote","Og Mandino","","0d790d54"
"If you try, you might get exactly what you want. If you don't, you don't.","quote","Unknown","","f372281f"
"The friend is the man who knows all about you, and still likes you.","quote","Elbert Hubbard","","216c92b2"
"Nothing is more creative...nor destructive...than a brilliant mind with a purpose.","quote","Dan Brown","","c87251ff"
"Choose to be optimistic, it feels better.","quote","Dalai Lama","","bb21c737"
"With self-discipline, almost anything is possible.","quote","Theodore Roosevelt","","0b28aa6e"
"Learn from the rejection and turn it into an opportunity!","quote","Mary Engelbreit","","4e836549"
"The key to success is action.","quote","Brian Tracy","","212bb57c"
"Be approximately right rather than exactly wrong.","quote","John Tukey","","b413b688"
"Great thoughts speak only to the thoughtful mind, but great actions speak to all mankind.","quote","Theodore Roosevelt","","54aaa2c2"
"The only place where success comes before work is in the dictionary.","quote","Vidal Sassoon","","043419d5"
"A man, as a general rule, owes very little to what he is born with - a man is what he makes of himself.","quote","Alexander Graham Bell","","7ba2bb35"
"Instead of thinking outside the box, get rid of the box.","quote","Deepak Chopra","","818afc79"
"The soul is neither born, and nor does it die.","quote","Bhagavad Gita","","ea7af22e"
"The more perfect a person is on the outside, the more demons they have on the inside.","quote","Sigmund Freud","","cbe6e8c0"
"A man is but a product of his thoughts. What he thinks he becomes.","quote","Mahatma Gandhi","","d72a8f7f"
"Every time you are tempted to react in the same old way, ask if you want to be a prisoner of the past or a pioneer of the future.","quote","Deepak Chopra","","e8f0e7f2"
"You can never cross the ocean unless you have the courage to lose sight of the shore.","quote","Christopher Columbus","","1fa6fe32"
"The degree of responsibility you take for your life determines how much change you can create in it.","quote","Celestine Chua","","c96b5653"
"There is a cosmic law which says that every satisfaction must be paid for with a dissatisfaction.","quote","G.I. Gurdjieff","","51da37f4"
"The river that flows in you also flows in me.","quote","Kabir","","dc2ef09d"
"The greatest step towards a life of simplicity is to learn to let go.","quote","Steve Maraboli","","a4a69528"
"If I cannot do great things. I can do small things in a great way.","quote","Martin Luther King, Jr.","","ac88d25d"
"There is no value in anything until it is finished.","quote","Genghis Khan","","3d0c710f"
"If no one ever broke the rules, then we'd never advance.","quote","Simon Sinek","","d94a172a"
"Too many of us are not living our dreams because we are living our fears.","quote","Les Brown","","fb8ae87f"
"Everyone has oceans to fly, if they have the heart to do it. Is it reckless? Maybe. But what do dreams know of boundaries.","quote","Amelia Earhart","","9b615283"
"I am not proud, but I am happy; and happiness blinds, I think, more than pride.","quote","Alexandre Dumas","","fd73e545"
"The goal of an artist is to create the definitive work that cannot be surpassed.","quote","George Bernard Shaw","","588453dd"
"The tragedy of life doesn't lie in not reaching your goal. The tragedy lies in having no goals to reach.","quote","Benjamin Mays","","737880c3"
"In the practice of tolerance, one's enemy is the best teacher.","quote","Dalai Lama","","a3f3a342"
"Remain calm, serene, always in command of yourself. You will then find out how easy it is to get along.","quote","Paramahansa Yogananda","","73b97d73"
"The most important things are the hardest to say.","quote","Stephen King","","2ca0bdc5"
"Opportunities don't often come along. So, when they do, you have to grab them.","quote","Audrey Hepburn","","5862d7ca"
"True life is lived when tiny changes occur.","quote","Leo Tolstoy","","51007797"
"There are more people who wish to be loved than there are who are willing to love.","quote","Nicolas Chamfort","","591237a5"
"Sometimes good things fall apart so better things can fall together.","quote","Marilyn Monroe","","585d1c43"
"The positive thinker sees the invisible, feels the intangible, and achieves the impossible.","quote","Winston Churchill","","7003d258"
"People often say that motivation doesn't last. Well, neither does bathing - that's why we recommend it daily.","quote","Zig Ziglar","","a9b1b363"
"You don't need a weatherman to know which way the wind blows.","quote","Bob Dylan","","853b9dbd"
"A thing constructed can only be loved after it is constructed; but a thing created is loved before it exists.","quote","Charles Dickens","","4844d400"
"Happiness is not the absence of problems, it's the ability to deal with them.","quote","Steve Maraboli","","4ce0f61f"
"Greatest success comes just one step beyond the point at which defeat overtakes you.","quote","Unknown","","966e0f06"
"The first step is to establish that something is possible; then probability will occur.","quote","Elon Musk","","322cb6fa"
"Wealth is the product of man's capacity to think.","quote","Ayn Rand","","f4de8c20"
"Here is the test to find whether your mission on earth is finished. If you're alive, it isn't.","quote","Richard Bach","","e5da9697"
"Welcome every morning with a smile. Look on the new day as another gift from your Creator, another golden opportunity.","quote","Og Mandino","","4e9e177b"
"Family not only needs to consist of merely those whom we share blood, but also of those whom we'd give blood.","quote","Charles Dickens","","b1e02b4a"
"By going within. Nowhere you can go is more peaceful - more free of interruptions - than your own soul.","quote","Marcus Aurelius","","6630f6dc"
"The longer we dwell on our misfortunes, the greater is their power to harm us.","quote","Voltaire","","784de633"
"To do great work one must be very idle as well as very industrious.","quote","Samuel Butler","","43cf3f76"
"Happiness comes when you believe in what you are doing, know what you are doing, and love what you are doing.","quote","Brian Tracy","","887c1748"
"You're only given a little spark of madness. You mustn't lose it.","quote","Robin Williams","","8c6961e7"
"I thought how unpleasant it is to be locked out; and I thought how it is worse, perhaps, to be locked in.","quote","Virginia Woolf","","dc128814"
"The four P's to success are pressure, persistence, perseverance, and prayer.","quote","Steve Harvey","","2d56c228"
"The greatest doer must also be a great dreamer.","quote","Theodore Roosevelt","","7833c077"
"If you pick up a starving dog and make him prosperous he will not bite you. This is the principal difference between a dog and man.","quote","Mark Twain","","bf8e7654"
"Even if I knew that tomorrow the world would go to pieces, I would still plant my apple tree.","quote","Martin Luther","","7d912797"
"Listening well is as powerful as talking well, and is also as essential to true conversation.","quote","Chinese Proverb","","c9d82cbd"
"Goodness is the only investment that never fails.","quote","Henry David Thoreau","","12145273"
"The fact of the matter is that there will be nothing learned from any challenge in which we don't try our hardest.","quote","Josh Waitzkin","","a18abce9"
"It's not what you say out of your mouth that determines your life, it's what you whisper to yourself that has the most power!","quote","Robert Kiyosaki","","75c58ccd"
"Cease striving. Then there will be transformation.","quote","Zhuangzi","","fc334a1a"
"How to get more opportunity: Create more opportunity for others.","quote","Jack Butcher","","756efda8"
"If you want to be happy, set a goal that commands your thoughts, liberates your energy, and inspires your hopes.","quote","Andrew Carnegie","","bd02062d"
"Just living is not enough... one must have sunshine, freedom, and a little flower.","quote","Hans Christian Andersen","","9c08ad75"
"An intelligent person hires people who are more intelligent than he is.","quote","Robert Kiyosaki","","cddf007b"
"If you can't feed a hundred people, then feed just one.","quote","Mother Teresa","","1128827a"
"Believe in one thing too much and you have no room for new ideas.","quote","Ray Bradbury","","6f328a7b"
"Fashion fades, only style remains the same.","quote","Coco Chanel","","0af7bbf3"
"The future will be shaped by those willing to commit their minds and their bodies to the task.","quote","Robert F. Kennedy","","b2480089"
"It only takes a split second to smile and forget, yet to someone that needed it, it can last a lifetime.","quote","Steve Maraboli","","7030b810"
"Do good by stealth, and blush to find it fame.","quote","Alexander Pope","","738661bb"
"If you've made a mistake, it's better just to laugh at it.","quote","Zen Proverb","","847156db"
"You don't need to be better than anyone else, you just need to be better than you used to be.","quote","Wayne Dyer","","7a5f1fae"
"Concentrate all your thoughts upon the work at hand. The sun's rays do not burn until brought to focus.","quote","Alexander Graham Bell","","c0f8621d"
"He who is untrue to his own cause cannot command the respect of others.","quote","Albert Einstein","","36a63805"
"I want the fishing rod, not the fish.","quote","Yanni","","577060ac"
"Success is stumbling from failure to failure with no loss of enthusiasm.","quote","Winston Churchill","","a6a43e92"
"To be totally at leisure for one day is to be immortal for one day.","quote","Chinese Proverb","","17b9e7bd"
"Knowing yourself is the beginning of all wisdom.","quote","Aristotle","","c5259d30"
"To think is easy. To act is hard. But the hardest thing in the world is to act in accordance with your thinking.","quote","Johann Wolfgang von Goethe","","7c0d116a"
"By perseverance the snail reached the ark.","quote","Charles Spurgeon","","9eb3ce59"
"Sometimes out of your biggest misery, comes your greatest gain.","quote","Steve Harvey","","4d432dd7"
"Don't talk about what you have done or what you are going to do.","quote","Thomas Jefferson","","e09184f4"
"Quality means doing it right when no one is looking.","quote","Henry Ford","","6e31fb02"
"The happiest people in the world are those who feel absolutely terrific about themselves.","quote","Brian Tracy","","2c70a515"
"The strength of a wall is neither greater nor less than the courage of the men who defend it.","quote","Genghis Khan","","743a60f6"
"Walk towards the sunshine, and the shadows will fall behind you.","quote","Mary Engelbreit","","b1eedcad"
"When one door closes another door opens.","quote","Alexander Graham Bell","","6aacef05"
"When I let go of what I am, I become what I might be.","quote","Lao Tzu","","3fccb04a"
"I take the position that I'm always to some degree wrong, and the aspiration is to be less wrong.","quote","Elon Musk","","ffdb2917"
"Not all of us can do great things. But we can do small things with great love.","quote","Mother Teresa","","c71d7c07"
"Seek not the good in external things;seek it in yourselves.","quote","Epictetus","","c568b03a"
"The weak can never forgive. Forgiveness is the attribute of the strong.","quote","Mahatma Gandhi","","986ca4e3"
"Don't criticize what you can't understand.","quote","Bob Dylan","","0e934052"
"We have no more right to consume happiness without producing it than to consume wealth without producing it.","quote","George Bernard Shaw","","74f1e4b3"
"Darkness is the absence of light.","quote","Kamal Ravikant","","0afb14d1"
"Attitude drives actions. Actions drive results. Results drive lifestyles.","quote","Jim Rohn","","d5b492a6"
"Never be afraid to raise your voice for honesty and truth and compassion against injustice and lying and greed.","quote","William Faulkner","","84142721"
"One is never afraid of the unknown; one is afraid of the known coming to an end.","quote","Jiddu Krishnamurti","","9b9ad60b"
"A scientific man ought to have no wishes, no affections, - a mere heart of stone.","quote","Charles Darwin","","bf60e8d7"
"To live is the rarest thing in the world. Most people exist, that is all.","quote","Oscar Wilde","","87dca9c8"
"When you want something in life, you just gotta reach out and grab it.","quote","Christopher McCandless","","218a039b"
"Don't let anyone define you. You define yourself.","quote","Billie Jean King","","5f0bcfed"
"A good character is the best tombstone. Carve your name on hearts, not on marble.","quote","Charles Spurgeon","","4ec25f05"
"Life doesn't get easier or more forgiving, we get stronger and more resilient.","quote","Steve Maraboli","","eec5177a"
"Light a candle instead of cursing the darkness.","quote","Eleanor Roosevelt","","880e3555"
"Those who cannot change their minds cannot change anything.","quote","George Bernard Shaw","","c53d5d22"
"A friend to all is a friend to none.","quote","Aristotle","","7a80dbf4"
"A needle is not sharp at both ends.","quote","Chinese Proverb","","50c022ad"
"A rational person can find peace by cultivating indifference to things outside of their control.","quote","Naval Ravikant","","d72d14c5"
"Conscience is a man's compass.","quote","Vincent van Gogh","","7895cc8f"
"Great deeds are usually wrought at great risks.","quote","Herodotus","","bf6defe6"
"Try all things, hold fast that which is good.","quote","John Locke","","a4d63a29"
"To create more positive results in your life, replace 'if only' with 'next time'.","quote","Celestine Chua","","0532e541"
"A pessimist is one who makes difficulties of his opportunities and an optimist is one who makes opportunities of his difficulties.","quote","Harry S. Truman","","7002df54"
"I am not absentminded. It is the presence of mind that makes me unaware of everything else.","quote","Gilbert Chesterton","","81251ff7"
"A single act of kindness throws out roots in all directions, and the roots spring up and make new trees.","quote","Amelia Earhart","","d6dadb76"
"I can never decide whether my dreams are the result of my thoughts or my thoughts the result of my dreams.","quote","D. H. Lawrence","","6dff1ecf"
"When you know what you want, and want it bad enough, you will find a way to get it.","quote","Jim Rohn","","c3b63033"
"Everyone has the right to make his own decisions, but none has the right to force his decision on others.","quote","Ayn Rand","","3f04069a"
"You are what you believe in. You become that which you believe you can become.","quote","Bhagavad Gita","","ca518dfc"
"A dream you dream alone is only a dream. A dream you dream together is reality.","quote","Yoko Ono","","e9a9f306"
"Do all things with love.","quote","Og Mandino","","06f3c6a7"
"Courage is the price that life exacts for granting peace.","quote","Amelia Earhart","","9871fd3d"
"You can avoid reality, but you cannot avoid the consequences of avoiding reality.","quote","Ayn Rand","","8a9784b7"
"The sweetest pleasure arises from difficulties overcome.","quote","Publilius Syrus","","b1d52311"
"You are the only problem you will ever have and you are the only solution.","quote","Bob Proctor","","48b0954a"
"Ideas do not reach perfection in a day, no matter how much study is put upon them.","quote","Alexander Graham Bell","","dfbf6921"
"By the practice of meditation, you will find that you are carrying within your heart a portable paradise.","quote","Paramahansa Yogananda","","873cde23"
"The greatest mistake you can make in life is to be continually fearing you will make one.","quote","Elbert Hubbard","","5e570501"
"Where ever you are, you are one with the clouds and one with the sun and the stars you see. You are one with everything.","quote","Shunryu Suzuki","","e23f0b36"
"Employ your time in improving yourself by other men's writings, so that you shall gain easily what others have labored hard for.","quote","Socrates","","1072b0c9"
"Our joy does not have to be based on our circumstances.","quote","Joyce Meyer","","72ac8961"
"If you want to achieve anything in this world, you have to get used to the idea that not everyone will like you.","quote","Simon Sinek","","fd26701b"
"True knowledge exists in knowing that you know nothing.","quote","Socrates","","0fc67e94"
"How many times do you have to get hit over the head until you figure out who's hitting you?","quote","Harry S. Truman","","a2982e01"
"You are a function of what the whole universe is doing in the same way that a wave is a function of what the whole ocean is doing.","quote","Alan Watts","","283a4769"
"It is not that we have too little time to do all the things we need to do , it is that we feel the need to do too many things in the time we have.","quote","Gary Keller","","7d3dc7a6"
"Great acts are made up of small deeds.","quote","Lao Tzu","","7c52a515"
"The wise accomplish all that they want without arousing the envy or scorn of others.","quote","Ming-Dao Deng","","dae5dea3"
"All human beings can alter their lives by altering their attitudes.","quote","Andrew Carnegie","","b480a73a"
"You can't tell big dreams to small minded people.","quote","Steve Harvey","","6aa6aafa"
"Each path to knowledge involves different rules and these rules are not interchangeable.","quote","Barack Obama","","958e015b"
"Nature is pleased with simplicity. And nature is no dummy.","quote","Isaac Newton","","89d52630"
"It is those who concentrate on but one thing at a time who advance in this world.","quote","Gary Keller","","4773d326"
"Stand up to your obstacles and do something about them. You'll find they haven't half the strength you think they have.","quote","Norman Vincent Peale","","01371472"
"Realize deeply that the present moment is all you ever have.","quote","Eckhart Tolle","","b3b79eff"
"Sorrow is how we learn to love.","quote","Rita Mae Brown","","a55c8f12"
"Make your stand today. On this spot. On this day.","quote","Ming-Dao Deng","","93c81bad"
"Blessed is he who expects nothing, for he shall never be disappointed.","quote","Alexander Pope","","9411ecdd"
"Happiness is an effect of doing what you love, not an end goal to be achieved.","quote","Celestine Chua","","6f09b194"
"For every effect there is a root cause. Find and address the root cause rather than try to fix the effect, as there is no end to the latter.","quote","Celestine Chua","","49a10291"
"Others can stop you temporarily - you are the only one who can do it permanently.","quote","Zig Ziglar","","2f9dee2d"
"Remember, hope is a good thing, maybe the best of things.","quote","Stephen King","","3fd483d1"
"You will succeed because most people are lazy.","quote","Shahir Zag","","6343dbef"
"Procrastination is attitude's natural assassin. There's nothing so fatiguing as an uncompleted task.","quote","William James","","8fea9bf0"
"Happiness cannot be traveled to, owned, earned, worn or consumed.","quote","Denis Waitley","","7ef6eec4"
"There is no self-discovery without pain and loss.","quote","Anita Krizzan","","20177a9c"
"A single dream is more powerful than a thousand realities.","quote","J.R.R. Tolkien","","3646aa65"
"Awaken. Take heed, do not squander your life.","quote","Dogen","","cc4fcc13"
"A comfort zone is a beautiful place, but nothing ever grows there.","quote","Unknown","","f8261542"
"A mistake is only an error, it becomes a mistake when you fail to correct it.","quote","John Lennon","","e64e0849"
"Everyone has a sense of humor. If you don't laugh at jokes, you probably laugh at opinions.","quote","Criss Jami","","0b1abb35"
"Throughout this life, you can never be certain of living long enough to take another breath.","quote","Huang Po","","d36ecc33"
"I will love the light for it shows me the way, yet I will endure the darkness because it shows me the stars.","quote","Og Mandino","","852b1f71"
"Victims recite problems, leaders provide solutions.","quote","Robin Sharma","","340fdf29"
"Living life in style also means living a life of balance.","quote","Jim Rohn","","4ed4dee4"
"Man is made by his belief. As he believes, so he is.","quote","Bhagavad Gita","","a05f953f"
"You have to keep breaking your heart until it opens.","quote","Rumi","","de242555"
"We cannot expect to be happy always... by experiencing evil as well as good we become wise.","quote","Hans Christian Andersen","","31e49936"
"The Only Thing That Is Constant Is Change","quote","Heraclitus","","b3c9b26a"
"There is no limit to the amount of good you can do if you don't care who gets the credit.","quote","Ronald Reagan","","5427a269"
"Champions keep playing until they get it right.","quote","Billie Jean King","","e17fdc9f"
"The more you take responsibility for your past and present, the more you are able to create the future you seek.","quote","Celestine Chua","","c2e52b71"
"Human happiness and moral duty are inseparably connected.","quote","George Washington","","c6b3b8d9"
"Everything begins with an idea.","quote","Earl Nightingale","","3cd33b08"
"Better a diamond with a flaw than a pebble without one.","quote","Chinese Proverb","","bbbfdf15"
"So long as we are being remembered, we remain alive.","quote","Carlos Ruiz Zafon","","5333319a"
"He who hesitates is a damned fool.","quote","Mae West","","cd3b953a"
"Educating the mind without educating the heart is no education at all.","quote","Aristotle","","a5fb0fc3"
"Life is too short to waste your time on people who don't respect, appreciate, and value you.","quote","Roy T. Bennett","","7fd7460b"
"Some people are old at 18 and some are young at 90. Time is a concept that humans created.","quote","Yoko Ono","","0768697b"
"Quality is more important than quantity. One home run is much better than two doubles.","quote","Steve Jobs","","e5ef182d"
"If you don't read the newspaper, you're uninformed. If you read the newspaper, you're misinformed.","quote","Mark Twain","","e7aaf57f"
"Animals don't hate, and we're supposed to be better than them.","quote","Elvis Presley","","f711bbef"
"Never lose hope. Storms make people stronger and never last forever.","quote","Roy T. Bennett","","5c5d1dcc"
"When you reach the top of the mountain, keep climbing.","quote","Zen Proverb","","38f4fe68"
"Every great change is preceded by chaos.","quote","Deepak Chopra","","a6a3f2fb"
"Deliberately seek the company of people who influence you to think and act on building the life you desire.","quote","Napoleon Hill","","aa5777b1"
"You are not one person, but three: The one you think you are; The one others think you are; The one you really are.","quote","Sathya Sai Baba","","90868422"
"Don't be afraid of enemies who attack you. Be afraid of the friends who flatter you.","quote","Dale Carnegie","","2cd562c2"
"The meaning of life is just to be alive. It is so plain and so obvious and so simple.","quote","Alan Watts","","dce60c00"
"Instead of being intimidated by the limitations, be inspired to find new ways around them.","quote","Ralph Marston","","56c7fd7b"
"Only in the agony of parting do we look into the depths of love.","quote","George Eliot","","bacbdc32"
"Tension is who you think you should be. Relaxation is who you are.","quote","Chinese Proverb","","f501e7c5"
"Nothing we see or hear is perfect. But right there in the imperfection is perfect reality.","quote","Shunryu Suzuki","","e949f676"
"Let the beauty of what you love be what you do.","quote","Rumi","","da1ee146"
"You are what you do, not what you say you'll do.","quote","Carl Jung","","ff5b02bd"
"Loving thoughts and actions are clearly beneficial for our physical and mental health.","quote","Dalai Lama","","6ce39f0b"
"Before you speak, ask yourself, is it kind, is it necessary, is it true, does it improve the silence?","quote","Sathya Sai Baba","","7466b035"
"Hope is not a strategy. Luck is not a factor. Fear is not an option.","quote","James Cameron","","08cebab0"
"Without education, we are in a horrible and deadly danger of taking educated people seriously.","quote","Gilbert Chesterton","","3595b9b9"
"If you are not living each day with excitement, energy, and passion, then you are not living true to your life purpose.","quote","Celestine Chua","","e1f434ed"
"Successful people ask better questions, and as a result, they get better answers.","quote","Tony Robbins","","1ab7dbc4"
"I never dwell on what happened. You can't change it. Move forward.","quote","Joan Rivers","","079ccceb"
"Some of us learn from other people's mistakes and the rest of us have to be other people.","quote","Zig Ziglar","","b48632ad"
"Start the day with love, spend the day with love, fill the day with love and end the day with love.","quote","Sathya Sai Baba","","20bb733b"
"The universe doesn't allow perfection.","quote","Stephen Hawking","","7d7880b8"
"Don't look for meaning in the words. Listen to the silences.","quote","Samuel Beckett","","659e7597"
"If you see yourself as prosperous, you will be.","quote","Robert Collier","","bb80253d"
"Think of yourself as dead. you have lived your life. Now, take what's left, and live it properly.","quote","Marcus Aurelius","","8985b5cc"
"You have within you right now, everything you need to deal with whatever the world can throw at you.","quote","Brian Tracy","","baafec62"
"Everything will be ok in the end. If it's not ok, it's not the end.","quote","John Lennon","","1c73d545"
"The only person you should try to be better than is the person you were yesterday.","quote","Brian Tracy","","f47e9736"
"What is a friend? A single soul dwelling in two bodies.","quote","Aristotle","","e439ac7c"
"You gain strength, courage and confidence by every experience in which you really stop to look fear in the face.","quote","Eleanor Roosevelt","","f8e28583"
"You can tell more about a person by what he says about others than you can by what others say about him.","quote","Audrey Hepburn","","2182d482"
"There are no uninteresting things, only uninterested people.","quote","Gilbert Chesterton","","c3d2c719"
"It is in your moments of decision that your destiny is shaped.","quote","Tony Robbins","","a612f00c"
"One must be poor to know the luxury of giving.","quote","George Eliot","","552da16d"
"It takes a great deal of bravery to stand up to our enemies, but just as much to stand up to our friends.","quote","Albus Dumbledore","","6b421c6e"
"As one grows weaker one is less susceptible to suffering. There is less hurt because there is less to hurt.","quote","Jack London","","7c0725ec"
"Our truest life is when we are in dreams awake.","quote","Henry David Thoreau","","38142100"
"Success is not the result of making money; making money is the result of success - and success is in direct proportion to our service.","quote","Earl Nightingale","","112a33c9"
"We're responsible for everything that happens to us.","quote","Yanni","","37567f3f"
"Don't spend major time on minor things.","quote","Jim Rohn","","6d39be49"
"The real meditation is how you live your life.","quote","Jon Kabat-Zinn","","87ac502d"
"To the mind that is still, the whole universe surrenders.","quote","Lao Tzu","","5710a6b7"
"The essence of the Way is detachment.","quote","Bodhidharma","","c9e29a28"
"Meanings are not determined by situations, but we determine ourselves by the meanings we give to situations.","quote","Alfred Adler","","b76f2421"
"Wrong does not cease to be wrong because the majority share in it.","quote","Leo Tolstoy","","a7a4a8de"
"Big people don't make people feel small.","quote","Robin Sharma","","1b39a520"
"You can, you should, and if you're brave enough to start, you will.","quote","Stephen King","","fe876628"
"Reading should be a pleasure, not a chore.","quote","Joan Rivers","","28828698"
"Real loss is only possible when you love something more than you love yourself.","quote","Robin Williams","","a8e5e25e"
"Every day passes whether you participate or not.","quote","Ming-Dao Deng","","a00a1587"
"Most people do not really want freedom, because freedom involves responsibility, and most people are frightened of responsibility.","quote","Sigmund Freud","","b9cee647"
"The dead receive more flowers than the living because regret is stronger than gratitude.","quote","Anne Frank","","8e72bb92"
"Sometimes it is more important to discover what one cannot do, than what one can do.","quote","Lin Yutang","","dbc1e70f"
"It is the nature of the wise to resist pleasures, but the foolish to be a slave to them.","quote","Epictetus","","a946f8ca"
"Storms don't last forever.","quote","Unknown","","72204ec7"
"All life is a manifestation of the spirit, the manifestation of love.","quote","Morihei Ueshiba","","3bdc3620"
"You may think I'm small, but I have a universe inside my mind.","quote","Yoko Ono","","f1e85400"
"You play the hand you're dealt. I think the game's worthwhile.","quote","Christopher Reeve","","3693700b"
"Trust your instincts: my first reaction is almost invariably the right one.","quote","Estee Lauder","","6abfa23a"
"The fear of death is more to be feared, than death itself.","quote","Publilius Syrus","","d7fcb0f5"
"To be alive - is Power.","quote","Emily Dickinson","","321318f9"
"It is our choices that show what we truly are, far more than our abilities.","quote","Albus Dumbledore","","6de58196"
"My definition of success is control.","quote","Kenneth Branagh","","65042798"
"Your world is a living expression of how you are using and have used your mind.","quote","Earl Nightingale","","a6ec5687"
"Words used to attract the dull of wit are not to be relied on.","quote","Huang Po","","8825ad93"
"Be courteous to all, but intimate with few, and let those few be well tried before you give them your confidence.","quote","George Washington","","31fb70bb"
"The way out is in.","quote","Thich Nhat Hanh","","c1d3b089"
"Obstacles are those frightful things you see when you take your eyes off your goals.","quote","Sydney Smith","","74c93591"
"Only to the extent that we expose ourselves over and over to annihilation can that which is indestructible in us be found.","quote","Pema Chodron","","91293cbd"
"If light is in your heart, you will find your way home.","quote","Rumi","","0f64a1f8"
"Honesty is the first chapter in the book of wisdom.","quote","Thomas Jefferson","","22e06b47"
"What are we doing here, that is the question.","quote","Samuel Beckett","","cab01652"
"The only way to 'find out if it will work out' is to do it.","quote","Simon Sinek","","fa5d36f9"
"Success does not consist in never making mistakes but in never making the same one a second time.","quote","George Bernard Shaw","","9656b11c"
"Never argue with stupid people, they will drag you down to their level and then beat you with experience.","quote","Mark Twain","","0ec2017b"
"Imagination is the true magic carpet.","quote","Norman Vincent Peale","","faa6f537"
"The big thing is to make a winning effort. I'm not obsessed with wins.","quote","Morgan Wootten","","11a32297"
"Art is to console those who are broken by life.","quote","Vincent van Gogh","","4c347e59"
"Give a man a fish and you feed him for a day. Teach a man to fish and you feed him for a lifetime.","quote","Lao Tzu","","2c12b744"
"You're on earth. There's no cure for that.","quote","Samuel Beckett","","4a9850c4"
"The person who cannot control his words shows that he cannot control himself.","quote","Robert Greene","","095158fa"
"Happiness depends on your mindset and attitude.","quote","Roy T. Bennett","","6bcf220c"
"If you want peace, accept. If you want suffering, expect.","quote","Maxime Lagace","","33135320"
"Every strike brings me closer to the next home run.","quote","Babe Ruth","","a71611ea"
"Adversity is the tempering of one's mettle. Without it, we cannot know any true meaning in our accomplishments.","quote","Ming-Dao Deng","","79c320c7"
"If you practiced for the day, then you have won. If you were lazy for the day, then you have lost.","quote","Ming-Dao Deng","","d271b375"
"Man invented language to satisfy his deep need to complain.","quote","Lily Tomlin","","dd61429b"
"Society is composed of two great classes those who have more dinners than appetite, and those who have more appetite than dinners.","quote","Nicolas Chamfort","","60b76d76"
"You were born to win, but to be a winner, you must plan to win, prepare to win, expect to win.","quote","Arnold Schwarzenegger","","1c256e88"
"Have a vision. Be demanding.","quote","Colin Powell","","4556bc39"
"The first man gets the oyster, the second man gets the shell.","quote","Andrew Carnegie","","f7b4939c"
"The future doesn't belong to the faint-hearted; it belongs to the brave.","quote","Ronald Reagan","","17ec6e12"
"If you can't argue both sides, you can't argue.","quote","Jack Butcher","","15c55575"
"Be patient and calm; no one can catch fish in anger.","quote","Herbert Hoover","","73102ac2"
"Your worth consists in what you are and not in what you have.","quote","Thomas Edison","","daccb101"
"Forgive yourself for your faults and your mistakes and move on.","quote","Les Brown","","b2851d38"
"What's the point in being smart enough to read, if everything you read makes you dumb?","quote","C. Sean McGee","","d2739177"
"If ever you feel like an animal among men, be a lion.","quote","Criss Jami","","2d3e606d"
"I must also have a dark side if I am to be whole.","quote","Carl Jung","","0e1b463d"
"Always show more kindness than seems necessary because the person receiving it needs it more than you will ever know.","quote","Colin Powell","","83aa131a"
"A real friend is one who walks in when the rest of the world walks out.","quote","Unknown","","824ac823"
"Life needs to be more than just solving problems every day. You need to wake up and be excited about the future.","quote","Elon Musk","","b8af4bfb"
"To be angry is to revenge the faults of others on ourselves.","quote","Alexander Pope","","a9f179b9"
"We must learn to live together as brothers or perish together as fools.","quote","Martin Luther King, Jr.","","e655e67a"
"Be mindful. Be grateful. Be positive. Be true. Be kind.","quote","Roy T. Bennett","","df8b9922"
"The ability to observe without evaluating is the highest form of intelligence.","quote","Jiddu Krishnamurti","","b569989e"
"Absence makes the heart grow fonder.","quote","Eleanor Roosevelt","","2c4dfa5c"
"You came empty handed, and you will leave empty handed.","quote","Bhagavad Gita","","ce255f63"
"Always try to be a little kinder than necessary.","quote","James Matthew Barrie","","d80eb992"
